legislature,session,url,date
S,2003-02-12,https://www.senat.fr/seances/s200302/s20030212/st20030212000.html,2003-02-12
S,2003-02-26,https://www.senat.fr/seances/s200302/s20030226/st20030226000.html,2003-02-26
S,2003-01-30,https://www.senat.fr/seances/s200301/s20030130/st20030130000.html,2003-01-30
S,2003-01-14,https://www.senat.fr/seances/s200301/s20030114/st20030114000.html,2003-01-14
S,2003-02-27,https://www.senat.fr/seances/s200302/s20030227/st20030227000.html,2003-02-27
S,2003-03-06,https://www.senat.fr/seances/s200303/s20030306/st20030306000.html,2003-03-06
S,2003-03-04,https://www.senat.fr/seances/s200303/s20030304/st20030304000.html,2003-03-04
S,2003-03-05,https://www.senat.fr/seances/s200303/s20030305/st20030305000.html,2003-03-05
S,2003-03-11,https://www.senat.fr/seances/s200303/s20030311/st20030311000.html,2003-03-11
S,2003-03-12,https://www.senat.fr/seances/s200303/s20030312/st20030312000.html,2003-03-12
S,2003-03-18,https://www.senat.fr/seances/s200303/s20030318/st20030318000.html,2003-03-18
S,2003-03-19,https://www.senat.fr/seances/s200303/s20030319/st20030319000.html,2003-03-19
S,2003-03-20,https://www.senat.fr/seances/s200303/s20030320/st20030320000.html,2003-03-20
S,2003-03-25,https://www.senat.fr/seances/s200303/s20030325/st20030325000.html,2003-03-25
S,2003-04-01,https://www.senat.fr/seances/s200304/s20030401/st20030401000.html,2003-04-01
S,2003-03-27,https://www.senat.fr/seances/s200303/s20030327/st20030327000.html,2003-03-27
S,2003-03-26,https://www.senat.fr/seances/s200303/s20030326/st20030326000.html,2003-03-26
S,2003-04-02,https://www.senat.fr/seances/s200304/s20030402/st20030402000.html,2003-04-02
S,2003-04-03,https://www.senat.fr/seances/s200304/s20030403/st20030403000.html,2003-04-03
S,2003-04-08,https://www.senat.fr/seances/s200304/s20030408/st20030408000.html,2003-04-08
S,2003-04-09,https://www.senat.fr/seances/s200304/s20030409/st20030409000.html,2003-04-09
S,2003-03-13,https://www.senat.fr/seances/s200303/s20030313/st20030313000.html,2003-03-13
S,2003-04-29,https://www.senat.fr/seances/s200304/s20030429/st20030429000.html,2003-04-29
S,2003-04-10,https://www.senat.fr/seances/s200304/s20030410/st20030410000.html,2003-04-10
S,2003-04-30,https://www.senat.fr/seances/s200304/s20030430/st20030430000.html,2003-04-30
S,2003-05-06,https://www.senat.fr/seances/s200305/s20030506/st20030506000.html,2003-05-06
S,2003-05-07,https://www.senat.fr/seances/s200305/s20030507/st20030507000.html,2003-05-07
S,2003-05-13,https://www.senat.fr/seances/s200305/s20030513/st20030513000.html,2003-05-13
S,2003-05-15,https://www.senat.fr/seances/s200305/s20030515/st20030515000.html,2003-05-15
S,2003-05-20,https://www.senat.fr/seances/s200305/s20030520/st20030520000.html,2003-05-20
S,2003-05-21,https://www.senat.fr/seances/s200305/s20030521/st20030521000.html,2003-05-21
S,2003-05-22,https://www.senat.fr/seances/s200305/s20030522/st20030522000.html,2003-05-22
S,2003-05-26,https://www.senat.fr/seances/s200305/s20030526/st20030526000.html,2003-05-26
S,2003-05-27,https://www.senat.fr/seances/s200305/s20030527/st20030527000.html,2003-05-27
S,2003-06-24,https://www.senat.fr/seances/s200306/s20030624/st20030624000.html,2003-06-24
S,2003-06-03,https://www.senat.fr/seances/s200306/s20030603/st20030603000.html,2003-06-03
S,2003-06-04,https://www.senat.fr/seances/s200306/s20030604/st20030604000.html,2003-06-04
S,2003-06-05,https://www.senat.fr/seances/s200306/s20030605/st20030605000.html,2003-06-05
S,2003-06-10,https://www.senat.fr/seances/s200306/s20030610/st20030610000.html,2003-06-10
S,2003-06-11,https://www.senat.fr/seances/s200306/s20030611/st20030611000.html,2003-06-11
S,2003-06-12,https://www.senat.fr/seances/s200306/s20030612/st20030612000.html,2003-06-12
S,2003-06-16,https://www.senat.fr/seances/s200306/s20030616/st20030616000.html,2003-06-16
S,2003-06-17,https://www.senat.fr/seances/s200306/s20030617/st20030617000.html,2003-06-17
S,2003-06-18,https://www.senat.fr/seances/s200306/s20030618/st20030618000.html,2003-06-18
S,2003-06-19,https://www.senat.fr/seances/s200306/s20030619/st20030619000.html,2003-06-19
S,2003-05-28,https://www.senat.fr/seances/s200305/s20030528/st20030528000.html,2003-05-28
S,2003-06-25,https://www.senat.fr/seances/s200306/s20030625/st20030625000.html,2003-06-25
S,2003-07-02,https://www.senat.fr/seances/s200307/s20030702/st20030702000.html,2003-07-02
S,2003-06-26,https://www.senat.fr/seances/s200306/s20030626/st20030626000.html,2003-06-26
S,2003-07-07,https://www.senat.fr/seances/s200307/s20030707/st20030707000.html,2003-07-07
S,2003-07-08,https://www.senat.fr/seances/s200307/s20030708/st20030708000.html,2003-07-08
S,2003-07-09,https://www.senat.fr/seances/s200307/s20030709/st20030709000.html,2003-07-09
S,2003-07-10,https://www.senat.fr/seances/s200307/s20030710/st20030710000.html,2003-07-10
S,2003-07-11,https://www.senat.fr/seances/s200307/s20030711/st20030711000.html,2003-07-11
S,2003-07-15,https://www.senat.fr/seances/s200307/s20030715/st20030715000.html,2003-07-15
S,2003-01-16,https://www.senat.fr/seances/s200301/s20030116/st20030116000.html,2003-01-16
S,2003-07-17,https://www.senat.fr/seances/s200307/s20030717/st20030717000.html,2003-07-17
S,2003-07-18,https://www.senat.fr/seances/s200307/s20030718/st20030718000.html,2003-07-18
S,2003-07-21,https://www.senat.fr/seances/s200307/s20030721/st20030721000.html,2003-07-21
S,2003-07-22,https://www.senat.fr/seances/s200307/s20030722/st20030722000.html,2003-07-22
S,2003-07-23,https://www.senat.fr/seances/s200307/s20030723/st20030723000.html,2003-07-23
S,2003-07-24,https://www.senat.fr/seances/s200307/s20030724/st20030724000.html,2003-07-24
S,2003-10-01,https://www.senat.fr/seances/s200310/s20031001/st20031001000.html,2003-10-01
S,2003-10-02,https://www.senat.fr/seances/s200310/s20031002/st20031002000.html,2003-10-02
S,2003-10-07,https://www.senat.fr/seances/s200310/s20031007/st20031007000.html,2003-10-07
S,2003-10-08,https://www.senat.fr/seances/s200310/s20031008/st20031008000.html,2003-10-08
S,2003-10-09,https://www.senat.fr/seances/s200310/s20031009/st20031009000.html,2003-10-09
S,2003-10-14,https://www.senat.fr/seances/s200310/s20031014/st20031014000.html,2003-10-14
S,2006-05-18,https://www.senat.fr/seances/s200605/s20060518/st20060518000.html,2006-05-18
S,2006-05-30,https://www.senat.fr/seances/s200605/s20060530/st20060530000.html,2006-05-30
S,2006-05-31,https://www.senat.fr/seances/s200605/s20060531/st20060531000.html,2006-05-31
S,2006-06-06,https://www.senat.fr/seances/s200606/s20060606/st20060606000.html,2006-06-06
S,2006-06-07,https://www.senat.fr/seances/s200606/s20060607/st20060607000.html,2006-06-07
S,2006-06-08,https://www.senat.fr/seances/s200606/s20060608/st20060608000.html,2006-06-08
S,2006-06-13,https://www.senat.fr/seances/s200606/s20060613/st20060613000.html,2006-06-13
S,2006-06-14,https://www.senat.fr/seances/s200606/s20060614/st20060614000.html,2006-06-14
S,2006-06-15,https://www.senat.fr/seances/s200606/s20060615/st20060615000.html,2006-06-15
S,2006-06-16,https://www.senat.fr/seances/s200606/s20060616/st20060616000.html,2006-06-16
S,2006-06-20,https://www.senat.fr/seances/s200606/s20060620/st20060620000.html,2006-06-20
S,2006-06-21,https://www.senat.fr/seances/s200606/s20060621/st20060621000.html,2006-06-21
S,2006-06-27,https://www.senat.fr/seances/s200606/s20060627/st20060627000.html,2006-06-27
S,2006-06-28,https://www.senat.fr/seances/s200606/s20060628/st20060628000.html,2006-06-28
S,2006-06-29,https://www.senat.fr/seances/s200606/s20060629/st20060629000.html,2006-06-29
S,2006-06-30,https://www.senat.fr/seances/s200606/s20060630/st20060630000.html,2006-06-30
S,2006-09-07,https://www.senat.fr/seances/s200609/s20060907/st20060907000.html,2006-09-07
S,2006-09-08,https://www.senat.fr/seances/s200609/s20060908/st20060908000.html,2006-09-08
S,2006-09-11,https://www.senat.fr/seances/s200609/s20060911/st20060911000.html,2006-09-11
S,2006-09-12,https://www.senat.fr/seances/s200609/s20060912/st20060912000.html,2006-09-12
S,2006-09-13,https://www.senat.fr/seances/s200609/s20060913/st20060913000.html,2006-09-13
S,2006-09-14,https://www.senat.fr/seances/s200609/s20060914/st20060914000.html,2006-09-14
S,2006-09-21,https://www.senat.fr/seances/s200609/s20060921/st20060921000.html,2006-09-21
S,2006-10-03,https://www.senat.fr/seances/s200610/s20061003/st20061003000.html,2006-10-03
S,2006-10-18,https://www.senat.fr/seances/s200610/s20061018/st20061018000.html,2006-10-18
S,2006-10-20,https://www.senat.fr/seances/s200610/s20061020/st20061020000.html,2006-10-20
S,2006-10-24,https://www.senat.fr/seances/s200610/s20061024/st20061024000.html,2006-10-24
S,2006-10-30,https://www.senat.fr/seances/s200610/s20061030/st20061030000.html,2006-10-30
S,2006-11-07,https://www.senat.fr/seances/s200611/s20061107/st20061107000.html,2006-11-07
S,2006-11-08,https://www.senat.fr/seances/s200611/s20061108/st20061108000.html,2006-11-08
S,2006-11-09,https://www.senat.fr/seances/s200611/s20061109/st20061109000.html,2006-11-09
S,2006-11-13,https://www.senat.fr/seances/s200611/s20061113/st20061113000.html,2006-11-13
S,2006-11-16,https://www.senat.fr/seances/s200611/s20061116/st20061116000.html,2006-11-16
S,2006-11-17,https://www.senat.fr/seances/s200611/s20061117/st20061117000.html,2006-11-17
S,2006-11-20,https://www.senat.fr/seances/s200611/s20061120/st20061120000.html,2006-11-20
S,2006-11-22,https://www.senat.fr/seances/s200611/s20061122/st20061122000.html,2006-11-22
S,2006-11-23,https://www.senat.fr/seances/s200611/s20061123/st20061123000.html,2006-11-23
S,2006-11-28,https://www.senat.fr/seances/s200611/s20061128/st20061128000.html,2006-11-28
S,2006-11-29,https://www.senat.fr/seances/s200611/s20061129/st20061129000.html,2006-11-29
S,2006-12-04,https://www.senat.fr/seances/s200612/s20061204/st20061204000.html,2006-12-04
S,2006-09-19,https://www.senat.fr/seances/s200609/s20060919/st20060919000.html,2006-09-19
S,2006-12-09,https://www.senat.fr/seances/s200612/s20061209/st20061209000.html,2006-12-09
S,2006-12-12,https://www.senat.fr/seances/s200612/s20061212/st20061212000.html,2006-12-12
S,2006-12-18,https://www.senat.fr/seances/s200612/s20061218/st20061218000.html,2006-12-18
S,2006-12-19,https://www.senat.fr/seances/s200612/s20061219/st20061219000.html,2006-12-19
S,2006-12-20,https://www.senat.fr/seances/s200612/s20061220/st20061220000.html,2006-12-20
S,2006-12-21,https://www.senat.fr/seances/s200612/s20061221/st20061221000.html,2006-12-21
S,2007-01-09,https://www.senat.fr/seances/s200701/s20070109/st20070109000.html,2007-01-09
S,2007-01-10,https://www.senat.fr/seances/s200701/s20070110/st20070110000.html,2007-01-10
S,2007-01-11,https://www.senat.fr/seances/s200701/s20070111/st20070111000.html,2007-01-11
S,2007-01-17,https://www.senat.fr/seances/s200701/s20070117/st20070117000.html,2007-01-17
S,2007-01-23,https://www.senat.fr/seances/s200701/s20070123/st20070123000.html,2007-01-23
S,2007-01-31,https://www.senat.fr/seances/s200701/s20070131/st20070131000.html,2007-01-31
S,2007-02-06,https://www.senat.fr/seances/s200702/s20070206/st20070206000.html,2007-02-06
S,2007-02-08,https://www.senat.fr/seances/s200702/s20070208/st20070208000.html,2007-02-08
S,2007-02-14,https://www.senat.fr/seances/s200702/s20070214/st20070214000.html,2007-02-14
S,2007-02-15,https://www.senat.fr/seances/s200702/s20070215/st20070215000.html,2007-02-15
S,2007-02-20,https://www.senat.fr/seances/s200702/s20070220/st20070220000.html,2007-02-20
S,2007-02-21,https://www.senat.fr/seances/s200702/s20070221/st20070221000.html,2007-02-21
S,2007-02-22,https://www.senat.fr/seances/s200702/s20070222/st20070222000.html,2007-02-22
S,2006-10-25,https://www.senat.fr/seances/s200610/s20061025/st20061025000.html,2006-10-25
S,2006-11-24,https://www.senat.fr/seances/s200611/s20061124/st20061124000.html,2006-11-24
S,2006-11-30,https://www.senat.fr/seances/s200611/s20061130/st20061130000.html,2006-11-30
S,2006-12-14,https://www.senat.fr/seances/s200612/s20061214/st20061214000.html,2006-12-14
S,2007-01-25,https://www.senat.fr/seances/s200701/s20070125/st20070125000.html,2007-01-25
S,2007-02-01,https://www.senat.fr/seances/s200702/s20070201/st20070201000.html,2007-02-01
S,2007-07-03,https://www.senat.fr/seances/s200707/s20070703/st20070703000.html,2007-07-03
S,2007-07-04,https://www.senat.fr/seances/s200707/s20070704/st20070704000.html,2007-07-04
S,2007-07-05,https://www.senat.fr/seances/s200707/s20070705/st20070705000.html,2007-07-05
S,2007-07-12,https://www.senat.fr/seances/s200707/s20070712/st20070712000.html,2007-07-12
S,2007-07-17,https://www.senat.fr/seances/s200707/s20070717/st20070717000.html,2007-07-17
S,2007-07-18,https://www.senat.fr/seances/s200707/s20070718/st20070718000.html,2007-07-18
S,2007-07-23,https://www.senat.fr/seances/s200707/s20070723/st20070723000.html,2007-07-23
S,2007-07-24,https://www.senat.fr/seances/s200707/s20070724/st20070724000.html,2007-07-24
S,2007-07-31,https://www.senat.fr/seances/s200707/s20070731/st20070731000.html,2007-07-31
S,2007-08-01,https://www.senat.fr/seances/s200708/s20070801/st20070801000.html,2007-08-01
S,2007-09-19,https://www.senat.fr/seances/s200709/s20070919/st20070919000.html,2007-09-19
S,2007-09-25,https://www.senat.fr/seances/s200709/s20070925/st20070925000.html,2007-09-25
S,2007-09-26,https://www.senat.fr/seances/s200709/s20070926/st20070926000.html,2007-09-26
S,2007-10-02,https://www.senat.fr/seances/s200710/s20071002/st20071002000.html,2007-10-02
S,2006-10-04,https://www.senat.fr/seances/s200610/s20061004/st20061004000.html,2006-10-04
S,2006-10-05,https://www.senat.fr/seances/s200610/s20061005/st20061005000.html,2006-10-05
S,2006-10-11,https://www.senat.fr/seances/s200610/s20061011/st20061011000.html,2006-10-11
S,2006-10-23,https://www.senat.fr/seances/s200610/s20061023/st20061023000.html,2006-10-23
S,2006-11-15,https://www.senat.fr/seances/s200611/s20061115/st20061115000.html,2006-11-15
S,2006-12-01,https://www.senat.fr/seances/s200612/s20061201/st20061201000.html,2006-12-01
S,2007-07-11,https://www.senat.fr/seances/s200707/s20070711/st20070711000.html,2007-07-11
S,2007-10-03,https://www.senat.fr/seances/s200710/s20071003/st20071003000.html,2007-10-03
S,2007-10-04,https://www.senat.fr/seances/s200710/s20071004/st20071004000.html,2007-10-04
S,2007-10-09,https://www.senat.fr/seances/s200710/s20071009/st20071009000.html,2007-10-09
S,2007-10-10,https://www.senat.fr/seances/s200710/s20071010/st20071010000.html,2007-10-10
S,2007-10-11,https://www.senat.fr/seances/s200710/s20071011/st20071011000.html,2007-10-11
S,2007-10-16,https://www.senat.fr/seances/s200710/s20071016/st20071016000.html,2007-10-16
S,2007-10-17,https://www.senat.fr/seances/s200710/s20071017/st20071017000.html,2007-10-17
S,2007-10-23,https://www.senat.fr/seances/s200710/s20071023/st20071023000.html,2007-10-23
S,2007-10-24,https://www.senat.fr/seances/s200710/s20071024/st20071024000.html,2007-10-24
S,2007-10-30,https://www.senat.fr/seances/s200710/s20071030/st20071030000.html,2007-10-30
S,2007-11-06,https://www.senat.fr/seances/s200711/s20071106/st20071106000.html,2007-11-06
S,2007-11-07,https://www.senat.fr/seances/s200711/s20071107/st20071107000.html,2007-11-07
S,2007-11-12,https://www.senat.fr/seances/s200711/s20071112/st20071112000.html,2007-11-12
S,2006-10-17,https://www.senat.fr/seances/s200610/s20061017/st20061017000.html,2006-10-17
S,2006-10-31,https://www.senat.fr/seances/s200610/s20061031/st20061031000.html,2006-10-31
S,2006-11-14,https://www.senat.fr/seances/s200611/s20061114/st20061114000.html,2006-11-14
S,2006-11-27,https://www.senat.fr/seances/s200611/s20061127/st20061127000.html,2006-11-27
S,2006-12-02,https://www.senat.fr/seances/s200612/s20061202/st20061202000.html,2006-12-02
S,2007-01-16,https://www.senat.fr/seances/s200701/s20070116/st20070116000.html,2007-01-16
S,2007-01-18,https://www.senat.fr/seances/s200701/s20070118/st20070118000.html,2007-01-18
S,2007-01-24,https://www.senat.fr/seances/s200701/s20070124/st20070124000.html,2007-01-24
S,2007-10-25,https://www.senat.fr/seances/s200710/s20071025/st20071025000.html,2007-10-25
S,2007-11-13,https://www.senat.fr/seances/s200711/s20071113/st20071113000.html,2007-11-13
S,2007-11-14,https://www.senat.fr/seances/s200711/s20071114/st20071114000.html,2007-11-14
S,2007-11-15,https://www.senat.fr/seances/s200711/s20071115/st20071115000.html,2007-11-15
S,2007-11-16,https://www.senat.fr/seances/s200711/s20071116/st20071116000.html,2007-11-16
S,2007-11-21,https://www.senat.fr/seances/s200711/s20071121/st20071121000.html,2007-11-21
S,2007-11-26,https://www.senat.fr/seances/s200711/s20071126/st20071126000.html,2007-11-26
S,2007-11-28,https://www.senat.fr/seances/s200711/s20071128/st20071128000.html,2007-11-28
S,2007-11-29,https://www.senat.fr/seances/s200711/s20071129/st20071129000.html,2007-11-29
S,2007-11-30,https://www.senat.fr/seances/s200711/s20071130/st20071130000.html,2007-11-30
S,2007-12-01,https://www.senat.fr/seances/s200712/s20071201/st20071201000.html,2007-12-01
S,2007-12-03,https://www.senat.fr/seances/s200712/s20071203/st20071203000.html,2007-12-03
S,2006-10-10,https://www.senat.fr/seances/s200610/s20061010/st20061010000.html,2006-10-10
S,2006-10-12,https://www.senat.fr/seances/s200610/s20061012/st20061012000.html,2006-10-12
S,2006-12-05,https://www.senat.fr/seances/s200612/s20061205/st20061205000.html,2006-12-05
S,2006-12-06,https://www.senat.fr/seances/s200612/s20061206/st20061206000.html,2006-12-06
S,2006-12-08,https://www.senat.fr/seances/s200612/s20061208/st20061208000.html,2006-12-08
S,2007-06-27,https://www.senat.fr/seances/s200706/s20070627/st20070627000.html,2007-06-27
S,2007-07-27,https://www.senat.fr/seances/s200707/s20070727/st20070727000.html,2007-07-27
S,2007-08-02,https://www.senat.fr/seances/s200708/s20070802/st20070802000.html,2007-08-02
S,2007-11-08,https://www.senat.fr/seances/s200711/s20071108/st20071108000.html,2007-11-08
S,2007-11-20,https://www.senat.fr/seances/s200711/s20071120/st20071120000.html,2007-11-20
S,2007-12-04,https://www.senat.fr/seances/s200712/s20071204/st20071204000.html,2007-12-04
S,2007-12-05,https://www.senat.fr/seances/s200712/s20071205/st20071205000.html,2007-12-05
S,2007-12-06,https://www.senat.fr/seances/s200712/s20071206/st20071206000.html,2007-12-06
S,2007-12-07,https://www.senat.fr/seances/s200712/s20071207/st20071207000.html,2007-12-07
S,2007-12-11,https://www.senat.fr/seances/s200712/s20071211/st20071211000.html,2007-12-11
S,2007-12-12,https://www.senat.fr/seances/s200712/s20071212/st20071212000.html,2007-12-12
S,2007-12-13,https://www.senat.fr/seances/s200712/s20071213/st20071213000.html,2007-12-13
S,2007-12-14,https://www.senat.fr/seances/s200712/s20071214/st20071214000.html,2007-12-14
S,2007-12-17,https://www.senat.fr/seances/s200712/s20071217/st20071217000.html,2007-12-17
S,2007-12-18,https://www.senat.fr/seances/s200712/s20071218/st20071218000.html,2007-12-18
S,2006-10-19,https://www.senat.fr/seances/s200610/s20061019/st20061019000.html,2006-10-19
